schema_name,table_name,row_json
public,bank_list,"{""id"":""5713e67a-909c-4d87-ac74-1ccd9fbf4990"",""swift"":null,""bank_code"":""2260"",""bank_name"":""NEY spořitelní družstvo"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""46e9e1fb-9a08-488f-9d4f-986e84c52c84"",""swift"":null,""bank_code"":""6363"",""bank_name"":""Partners Banka, a.s."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""504f5700-9972-4675-b825-58c4a384daa8"",""swift"":null,""bank_code"":""6600"",""bank_name"":""Banking Circle S.A., Czech Republic"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""b7029bc1-05db-4764-a535-5f104eabcec5"",""swift"":null,""bank_code"":""7950"",""bank_name"":""Raiffeisen stavební spořitelna a.s."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""94c8674b-0494-4b15-8af4-a079865b44d0"",""swift"":null,""bank_code"":""7960"",""bank_name"":""ČSOB Stavební spořitelna, a.s."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""3fbb407e-a90c-4ff0-a2e6-153c9afb66ac"",""swift"":null,""bank_code"":""7970"",""bank_name"":""MONETA Stavební Spořitelna, a.s."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""4198f506-8ac1-43f1-8b91-236bf912dc4b"",""swift"":null,""bank_code"":""7990"",""bank_name"":""Modrá pyramida stavební spořitelna, a.s."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""b1e936e5-36a3-4c30-b9db-ef60bdcb7ce2"",""swift"":null,""bank_code"":""8190"",""bank_name"":""Sparkasse Oberlausitz-Niederschlesien"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""c2171d72-eccd-46ab-a0cf-6a931e57a64e"",""swift"":""FFCSCZP1"",""bank_code"":""8198"",""bank_name"":""FAS finance company s.r.o."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""cfb905cb-ebd7-47cf-80c0-55f6ea43464a"",""swift"":""BKCHCZPP"",""bank_code"":""8250"",""bank_name"":""Bank of China (CEE) Ltd. Prague Branch"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""d342c993-9871-404f-a0e3-849e1cff6e66"",""swift"":""COMMCZPP"",""bank_code"":""8255"",""bank_name"":""Bank of Communications Co., Ltd., Prague Branch odštěpný závod"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""796848a6-c303-42b5-a35e-73ec5d5a3249"",""swift"":""ICBKCZPP"",""bank_code"":""8265"",""bank_name"":""Industrial and Commercial Bank of China Limited, Prague Branch, odštěpný závod"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""c908feba-5d40-4eca-b1d9-e94992fb581d"",""swift"":null,""bank_code"":""8500"",""bank_name"":""Multitude Bank p.l.c."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""8b9d1e94-596f-4209-8c21-569e63f62df2"",""swift"":null,""bank_code"":""8610"",""bank_name"":""Devizová burza a.s."",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,bank_list,"{""id"":""fe252cbf-541d-4d30-9faf-47de884fa9ba"",""swift"":null,""bank_code"":""8660"",""bank_name"":""PAYMONT, UAB"",""created_at"":""2026-02-10T09:49:55.364698+00:00"",""updated_at"":""2026-02-10T09:49:55.364698+00:00""}"
public,contracts,"{""id"":""14909489-6752-4ab6-a5c9-1da1afb39273"",""stav"":""koncept"",""unit_id"":""9e991375-fea9-429f-bff5-a2b8f17bf03b"",""poznamky"":null,""tenant_id"":""ab8427bc-474f-4a96-81ae-3486b6c5794d"",""created_at"":""2026-02-09T21:05:04.949+00:00"",""created_by"":null,""den_platby"":""20"",""najem_vyse"":null,""stav_kauce"":null,""stav_najmu"":null,""updated_at"":""2026-02-09T21:05:04.948+00:00"",""updated_by"":null,""datum_konec"":""2026-02-28"",""is_archived"":false,""landlord_id"":""5455149a-1f70-48a1-9464-66b81442bed3"",""property_id"":""2b99779e-8924-4d55-bf5f-10624e4daea2"",""kauce_castka"":null,""cislo_smlouvy"":""1"",""datum_podpisu"":null,""datum_zacatek"":""2025-02-01"",""doba_neurcita"":false,""kauce_potreba"":false,""pocet_uzivatelu"":null,""periodicita_najmu"":""mesicne"",""stav_plateb_smlouvy"":null,""pozadovany_datum_kauce"":null,""pomer_plochy_k_nemovitosti"":""2400/82""}"
public,contracts,"{""id"":""3a43efdb-7759-4e39-aa27-20b27113a326"",""stav"":""koncept"",""unit_id"":""5ca848c7-8aed-412a-9a2d-e04e0743fac7"",""poznamky"":null,""tenant_id"":""138080be-8622-4204-8a36-fdc88021d5f0"",""created_at"":""2026-02-09T21:17:10.186+00:00"",""created_by"":null,""den_platby"":""20"",""najem_vyse"":null,""stav_kauce"":null,""stav_najmu"":null,""updated_at"":""2026-02-09T21:17:10.186+00:00"",""updated_by"":null,""datum_konec"":""2026-02-28"",""is_archived"":false,""landlord_id"":""f168a6f4-daea-45c5-980e-7b84e49ba5e3"",""property_id"":""9ab4cf1c-f262-49b0-ba29-88b412180d12"",""kauce_castka"":null,""cislo_smlouvy"":""2"",""datum_podpisu"":null,""datum_zacatek"":""2025-12-05"",""doba_neurcita"":false,""kauce_potreba"":false,""pocet_uzivatelu"":null,""periodicita_najmu"":""mesicne"",""stav_plateb_smlouvy"":null,""pozadovany_datum_kauce"":null,""pomer_plochy_k_nemovitosti"":""1800/65""}"
public,document_versions,"{""id"":""965b57b6-ace6-4573-88d2-9516b82270a6"",""title"":""test34"",""file_name"":""subjects_rows.csv"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/491f42dc-08b0-4554-aa2d-fed15b9dd926/v005_subjects_rows.csv"",""file_size"":1051,""mime_type"":""text/csv"",""created_at"":""2025-12-30T15:26:33.32215+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":""2025-12-31T19:09:36.490705+00:00"",""updated_by"":null,""description"":""33"",""document_id"":""491f42dc-08b0-4554-aa2d-fed15b9dd926"",""is_archived"":false,""version_number"":5}"
public,document_versions,"{""id"":""97a568a5-04fe-411b-aab9-c6d90c20981b"",""title"":""seznam"",""file_name"":""document_versions_rows.csv"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/7fba56c6-0861-4989-8f7e-d891aa9c5ab5/v005_document_versions_rows.csv"",""file_size"":5400,""mime_type"":""text/csv"",""created_at"":""2025-12-31T20:30:34.086853+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""oprava"",""document_id"":""7fba56c6-0861-4989-8f7e-d891aa9c5ab5"",""is_archived"":false,""version_number"":5}"
public,document_versions,"{""id"":""687f5bff-6d63-4a3f-b3dc-6fa36ddbdd2b"",""title"":""seznam"",""file_name"":""v005_document_versions_rows.csv"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/7fba56c6-0861-4989-8f7e-d891aa9c5ab5/v006_v005_document_versions_rows.csv"",""file_size"":5400,""mime_type"":""text/csv"",""created_at"":""2025-12-31T21:02:46.224176+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""oprava"",""document_id"":""7fba56c6-0861-4989-8f7e-d891aa9c5ab5"",""is_archived"":false,""version_number"":6}"
public,document_versions,"{""id"":""ba50fa5a-d875-499d-8dd6-b706b5695dfc"",""title"":""seznam"",""file_name"":""documents_rows (1).csv"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/7fba56c6-0861-4989-8f7e-d891aa9c5ab5/v007_documents_rows_1_.csv"",""file_size"":1046,""mime_type"":""text/csv"",""created_at"":""2025-12-31T21:03:01.681554+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""oprava"",""document_id"":""7fba56c6-0861-4989-8f7e-d891aa9c5ab5"",""is_archived"":false,""version_number"":7}"
public,document_versions,"{""id"":""ee357685-51e0-44fc-9176-8a97502ee340"",""title"":""123"",""file_name"":""Výpis z katastru byt.pdf"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/3d06bd75-e40e-44b7-b092-6a4484140153/v001_Vy_pis_z_katastru_byt.pdf"",""file_size"":195257,""mime_type"":""application/pdf"",""created_at"":""2026-01-21T21:06:22.550153+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""3231"",""document_id"":""3d06bd75-e40e-44b7-b092-6a4484140153"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""fbd84d1e-ae20-48ec-8c9f-8b3903fd9eb8"",""title"":""test2"",""file_name"":""Smlouva převodu.pdf"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/fbf06629-9e65-4445-9611-f2cc184d6029/v002_Smlouva_pr_evodu.pdf"",""file_size"":251794,""mime_type"":""application/pdf"",""created_at"":""2026-01-21T21:25:56.82876+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""test new44"",""document_id"":""fbf06629-9e65-4445-9611-f2cc184d6029"",""is_archived"":false,""version_number"":2}"
public,document_versions,"{""id"":""0dd3ab48-3eee-4b83-b100-9b44d6a7b9fd"",""title"":""d"",""file_name"":""deploy chyba 2.pages"",""file_path"":""subject/fd2bcfac-6ca3-40b6-a472-de9677499ea6/726febf0-4964-493c-841c-9c802126833c/v001_deploy_chyba_2.pages"",""file_size"":347809,""mime_type"":""application/x-iwork-pages-sffpages"",""created_at"":""2026-01-21T21:30:47.658054+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""f"",""document_id"":""726febf0-4964-493c-841c-9c802126833c"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""d281289c-3943-446a-ac9d-95a7e3e1e5f9"",""title"":""test"",""file_name"":""302762779011 2.pdf"",""file_path"":""property_equipment_binding/6aea775d-3677-4020-a57c-c1e67ae5764f/6d2817cf-04e4-4c03-9b89-b4dfa3c79067/v001_302762779011_2.pdf"",""file_size"":154578,""mime_type"":""application/pdf"",""created_at"":""2026-02-04T23:27:42.695815+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":null,""document_id"":""6d2817cf-04e4-4c03-9b89-b4dfa3c79067"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""f6ee083e-4db2-4ad4-8495-068e3df70735"",""title"":""doklad"",""file_name"":""doklad_8971408.pdf"",""file_path"":""properties/f4b385d3-4708-472c-a96c-cf8d7a843feb/d46bebb0-b2e2-4d79-b66c-21be85e81bf0/v001_doklad_8971408.pdf"",""file_size"":50250,""mime_type"":""application/pdf"",""created_at"":""2026-02-05T17:53:40.588804+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""cena"",""document_id"":""d46bebb0-b2e2-4d79-b66c-21be85e81bf0"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""96087099-b524-447c-a190-39b837f8f53e"",""title"":""ppotvrzení"",""file_name"":""Potvrzení_(3).docx"",""file_path"":""property_equipment_binding/6aea775d-3677-4020-a57c-c1e67ae5764f/f460ae63-6115-40ed-b556-0427786a416d/v001_Potvrzeni___3_.docx"",""file_size"":10207,""mime_type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""created_at"":""2026-02-05T18:20:53.973544+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":null,""document_id"":""f460ae63-6115-40ed-b556-0427786a416d"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""05688b52-2098-4c8e-ace5-83d0d2de6251"",""title"":""potvrzení"",""file_name"":""Potvrzení_(3).docx"",""file_path"":""property_equipment_binding/6aea775d-3677-4020-a57c-c1e67ae5764f/1f5198cd-4cab-4886-aeb5-36e2717fa365/v001_Potvrzeni___3_.docx"",""file_size"":10207,""mime_type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""created_at"":""2026-02-05T18:21:16.931689+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":null,""document_id"":""1f5198cd-4cab-4886-aeb5-36e2717fa365"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""b7e6f8c7-637e-4e54-bff9-c552856048b5"",""title"":""elektroměr foto"",""file_name"":""Vzor - nájemní smlouva.docx.pdf"",""file_path"":""property_service_binding/1d7140f8-c565-4d68-baa6-5a6f325f7578/c33baa4c-cf29-4af4-80e0-ee58bb8bcc72/v001_Vzor_-_na_jemni_smlouva.docx.pdf"",""file_size"":207061,""mime_type"":""application/pdf"",""created_at"":""2026-02-09T15:47:53.719608+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":null,""document_id"":""c33baa4c-cf29-4af4-80e0-ee58bb8bcc72"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""59173d9e-8817-4823-a24a-66cf606e76c5"",""title"":""komoda"",""file_name"":""v001_Potvrzeni___3_.docx"",""file_path"":""equipment_binding/00222b75-0ae2-4b18-a801-2d990e8fcae8/6f05c1f2-03f5-4931-856e-bbfefe3ee99d/v001_v001_Potvrzeni___3_.docx"",""file_size"":10207,""mime_type"":""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",""created_at"":""2026-02-09T15:52:38.163351+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":null,""document_id"":""6f05c1f2-03f5-4931-856e-bbfefe3ee99d"",""is_archived"":false,""version_number"":1}"
public,document_versions,"{""id"":""0fe880f9-251a-495c-8a32-f8a036f83a4c"",""title"":""test2"",""file_name"":""Supabase Snippet Documents bucket access policies (3).csv"",""file_path"":""user/fd2bcfac-6ca3-40b6-a472-de9677499ea6/fbf06629-9e65-4445-9611-f2cc184d6029/v001_Supabase_Snippet_Documents_bucket_access_policies_3_.csv"",""file_size"":221,""mime_type"":""text/csv"",""created_at"":""2025-12-22T19:02:26.963532+00:00"",""created_by"":""fd2bcfac-6ca3-40b6-a472-de9677499ea6"",""updated_at"":null,""updated_by"":null,""description"":""test new"",""document_id"":""fbf06629-9e65-4445-9611-f2cc184d6029"",""is_archived"":false,""version_number"":1}"
